Order ID,Customer ID,Order Date,Product,Category,Unit Price,Quantity,Total Sales,Region,Payment Method,Return Status
1b04f59b,CUST9691,2024-09-21,Laptop,Electronics,153.34,2,306.68,West,UPI,Not Returned
7bf47db9,CUST5606,2024-12-04,Jacket,Clothing,199.16,5,995.8,South,Net Banking,Not Returned
0012ace6,CUST4919,2025-02-23,Laptop,Electronics,445.81,1,445.81,North,Debit Card,Not Returned
5ab7a0a0,CUST5702,2025-04-15,Novel,Books,224.31,2,448.62,South,Net Banking,Returned
9de88269,CUST4116,2025-04-29,Biography,Books,52.19,5,260.95,North,Credit Card,Not Returned
0027a909,CUST6354,2025-01-24,Laptop,Electronics,172.58,3,517.74,West,COD,Not Returned
8e6636e7,CUST6472,2025-04-09,Novel,Books,159.9,3,479.7,West,Credit Card,Not Returned
2101a460,CUST4476,2025-07-11,T-Shirt,Clothing,388.39,3,1165.17,North,Net Banking,Not Returned
19b4c6a9,CUST6872,2024-10-08,Novel,Books,38.14,3,114.42,North,Debit Card,Not Returned
f379ce47,CUST4639,2025-04-22,Puzzle,Toys,384.07,5,1920.35,East,Net Banking,Not Returned
d444b63a,CUST1874,2024-08-08,Jacket,Clothing,289.22,4,1156.88,East,Debit Card,Not Returned
f853b1c6,CUST8607,2025-01-22,Textbook,Books,307.66,5,1538.3,East,COD,Not Returned
1d8281e5,CUST8483,2025-07-03,Tablet,Electronics,30.25,2,60.5,West,UPI,Not Returned
3c8c4f16,CUST1222,2024-11-24,Jacket,Clothing,232.48,5,1162.4,East,UPI,Not Returned
10361ed0,CUST5618,2025-01-23,Textbook,Books,87.32,4,349.28,West,Debit Card,Not Returned
4f13ab35,CUST3885,2025-05-03,Doll,Toys,108.93,1,108.93,South,COD,Not Returned
c116e5dd,CUST5062,2025-06-03,Vacuum Cleaner,Home & Kitchen,134.36,2,268.72,South,Debit Card,Not Returned
0fa32036,CUST1514,2024-09-20,Desk Lamp,Home & Kitchen,17.53,1,17.53,South,UPI,Not Returned
281994a7,CUST4579,2024-11-22,Desk Lamp,Home & Kitchen,235.19,2,470.38,North,Credit Card,Not Returned
1141b841,CUST8919,2025-06-24,Desk Lamp,Home & Kitchen,112.47,3,337.41,South,Net Banking,Not Returned
d31119f2,CUST2413,2024-11-04,Textbook,Books,189.75,5,948.75,East,COD,Not Returned
b85f9247,CUST7845,2024-10-06,Dress,Clothing,147.35,3,442.05,West,UPI,Not Returned
04563958,CUST1217,2024-09-05,Jacket,Clothing,55.12,5,275.6,South,Net Banking,Returned
96a3773e,CUST2959,2025-02-22,Tablet,Electronics,286.39,3,859.17,East,UPI,Not Returned
7080bcea,CUST5396,2025-03-21,Blender,Home & Kitchen,324.96,2,649.92,South,COD,Returned
f688ef5e,CUST4400,2024-11-05,Headphones,Electronics,443.99,4,1775.96,East,COD,Not Returned
a3b1c991,CUST4600,2025-05-20,Jeans,Clothing,305.46,5,1527.3,South,Debit Card,Not Returned
2066545e,CUST5399,2024-11-28,Vacuum Cleaner,Home & Kitchen,254.77,3,764.31,East,COD,Returned
363819a2,CUST6743,2025-06-29,Doll,Toys,209.56,2,419.12,West,Credit Card,Not Returned
8f1a78b8,CUST3835,2024-10-09,Puzzle,Toys,81.55,3,244.65,East,UPI,Not Returned
cb43a78c,CUST3416,2025-03-05,Puzzle,Toys,45.29,4,181.16,East,Debit Card,Not Returned
200cd42f,CUST2983,2024-08-23,Tablet,Electronics,55.01,4,220.04,West,Credit Card,Returned
fcee519a,CUST3767,2025-06-22,Doll,Toys,168.18,1,168.18,West,Credit Card,Not Returned
5de0d3d6,CUST5978,2024-08-21,Tablet,Electronics,397.96,5,1989.8,North,COD,Not Returned
326c19ae,CUST5266,2025-04-13,Blender,Home & Kitchen,234.68,3,704.04,West,Debit Card,Not Returned
60ede22d,CUST3941,2024-10-12,Remote Car,Toys,146.24,4,584.96,East,Debit Card,Not Returned
ade15cae,CUST9512,2024-12-15,Vacuum Cleaner,Home & Kitchen,181.37,5,906.85,West,Net Banking,Returned
37af2079,CUST2156,2024-08-05,Remote Car,Toys,279.61,1,279.61,North,UPI,Not Returned
f8115f10,CUST2352,2025-01-15,Dress,Clothing,403.3,3,1209.9,North,COD,Not Returned
9523ad39,CUST2742,2024-09-12,Smartphone,Electronics,304.8,5,1524.0,West,Net Banking,Not Returned
e4ae048d,CUST6454,2025-05-27,Remote Car,Toys,92.5,5,462.5,West,Net Banking,Not Returned
5a827d4f,CUST1122,2024-08-15,Blender,Home & Kitchen,440.39,4,1761.56,West,COD,Not Returned
ce58aeff,CUST8037,2025-02-03,Cookware Set,Home & Kitchen,235.52,4,942.08,West,UPI,Not Returned
ed796a81,CUST8271,2024-12-19,Building Blocks,Toys,394.13,1,394.13,North,Debit Card,Not Returned
6878996d,CUST8938,2025-07-02,Laptop,Electronics,265.84,3,797.52,East,Debit Card,Not Returned
86363c93,CUST7007,2025-01-15,Vacuum Cleaner,Home & Kitchen,310.6,4,1242.4,East,Debit Card,Not Returned
3d7ef4e5,CUST1758,2025-04-12,Jeans,Clothing,162.99,5,814.95,East,Debit Card,Not Returned
4cf52996,CUST1773,2024-09-06,Blender,Home & Kitchen,213.58,3,640.74,East,Net Banking,Not Returned
35ff7043,CUST2362,2025-01-10,Dress,Clothing,385.52,3,1156.56,North,Debit Card,Not Returned
97b5698e,CUST7209,2024-09-01,Smartphone,Electronics,248.76,3,746.28,East,Debit Card,Not Returned
c692b91e,CUST4722,2025-02-02,Building Blocks,Toys,261.83,3,785.49,East,Debit Card,Not Returned
18a0385d,CUST9861,2024-12-13,Jeans,Clothing,32.45,2,64.9,North,Debit Card,Returned
c67283a5,CUST4266,2024-12-30,Headphones,Electronics,403.65,5,2018.25,West,UPI,Not Returned
e37ae98c,CUST4969,2025-01-27,Desk Lamp,Home & Kitchen,56.19,3,168.57,South,Debit Card,Not Returned
2ca978c1,CUST9965,2024-12-09,Building Blocks,Toys,51.35,3,154.05,South,COD,Not Returned
e613b0e4,CUST1579,2024-12-01,Novel,Books,475.47,1,475.47,North,Debit Card,Not Returned
703d28cc,CUST4507,2024-10-12,Puzzle,Toys,394.2,5,1971.0,West,Credit Card,Returned
66cb6e22,CUST7014,2024-11-25,Vacuum Cleaner,Home & Kitchen,38.43,4,153.72,South,COD,Returned
09bd7efc,CUST6681,2025-07-09,Headphones,Electronics,89.38,1,89.38,East,UPI,Not Returned
655f3d94,CUST8144,2025-06-07,Vacuum Cleaner,Home & Kitchen,376.36,5,1881.8,East,UPI,Not Returned
0e2cec4a,CUST8058,2024-08-14,Textbook,Books,489.43,5,2447.15,South,Debit Card,Not Returned
7f3b90c9,CUST6602,2025-04-22,Laptop,Electronics,425.54,3,1276.62,West,Debit Card,Not Returned
f2657d8a,CUST1153,2025-01-04,Desk Lamp,Home & Kitchen,89.04,4,356.16,South,COD,Not Returned
40834bd8,CUST4322,2025-05-14,Doll,Toys,487.29,1,487.29,East,Debit Card,Not Returned
c0602829,CUST5124,2024-12-07,Tablet,Electronics,256.24,3,768.72,North,UPI,Not Returned
d3abc327,CUST6974,2024-12-20,Comics,Books,402.97,1,402.97,West,Debit Card,Returned
e49e9ef6,CUST6376,2024-11-28,Desk Lamp,Home & Kitchen,28.88,2,57.76,East,Credit Card,Not Returned
762ceabe,CUST7798,2024-08-26,Cookware Set,Home & Kitchen,159.03,2,318.06,North,Credit Card,Not Returned
097eb1c5,CUST5427,2024-07-14,Blender,Home & Kitchen,307.44,3,922.32,North,Credit Card,Not Returned
8a10b1e8,CUST2343,2025-04-12,Tablet,Electronics,341.11,4,1364.44,North,Debit Card,Not Returned
0d9bda89,CUST6186,2024-12-12,Desk Lamp,Home & Kitchen,413.57,1,413.57,North,UPI,Not Returned
cb3ba444,CUST8681,2024-08-19,Building Blocks,Toys,192.34,1,192.34,South,COD,Not Returned
9a24b175,CUST6180,2025-04-26,Biography,Books,421.07,2,842.14,South,Debit Card,Returned
7999e9c6,CUST3115,2024-09-30,Headphones,Electronics,158.44,2,316.88,South,Net Banking,Not Returned
9cbbd87e,CUST7257,2025-05-10,Textbook,Books,401.53,3,1204.59,West,Net Banking,Not Returned
c8647aa4,CUST4186,2024-08-16,Textbook,Books,22.71,2,45.42,East,Net Banking,Not Returned
7715db12,CUST3724,2025-07-12,Remote Car,Toys,47.74,2,95.48,South,Debit Card,Not Returned
acf8da19,CUST1204,2025-02-04,Smartphone,Electronics,203.12,1,203.12,East,Net Banking,Not Returned
1276923b,CUST3777,2025-07-06,Jacket,Clothing,317.82,1,317.82,West,Credit Card,Not Returned
6e15744a,CUST9174,2025-03-08,Desk Lamp,Home & Kitchen,213.16,4,852.64,West,Debit Card,Not Returned
1d12f228,CUST6873,2024-11-07,T-Shirt,Clothing,373.45,2,746.9,South,Net Banking,Not Returned
54303d1d,CUST3439,2025-01-07,Headphones,Electronics,167.39,5,836.95,West,Net Banking,Returned
4939c192,CUST3991,2024-09-30,Jeans,Clothing,194.01,4,776.04,North,Debit Card,Not Returned
d8eca2e3,CUST4302,2024-10-18,Smartphone,Electronics,230.81,3,692.43,South,Credit Card,Not Returned
b7d66860,CUST6519,2025-04-05,Novel,Books,482.76,4,1931.04,West,Credit Card,Not Returned
456afaf4,CUST4137,2025-01-22,Novel,Books,132.07,2,264.14,West,UPI,Not Returned
b7de62cf,CUST1446,2024-10-07,Dress,Clothing,263.86,4,1055.44,West,Net Banking,Not Returned
7fef0960,CUST7654,2024-10-23,Puzzle,Toys,124.47,4,497.88,West,COD,Not Returned
691979df,CUST2275,2025-04-16,Doll,Toys,471.7,1,471.7,North,Credit Card,Not Returned
520e9c19,CUST1195,2025-03-07,Biography,Books,140.86,3,422.58,North,UPI,Not Returned
955bb446,CUST4988,2024-12-01,Vacuum Cleaner,Home & Kitchen,385.12,3,1155.36,East,UPI,Not Returned
79098584,CUST9831,2024-09-26,Novel,Books,186.72,5,933.6,South,COD,Not Returned
d9df5ffb,CUST2816,2024-11-24,Puzzle,Toys,363.14,2,726.28,South,Debit Card,Returned
93396a26,CUST3946,2024-12-10,Cookware Set,Home & Kitchen,298.19,5,1490.95,North,COD,Not Returned
0a364a8c,CUST4172,2025-02-17,Building Blocks,Toys,37.68,5,188.4,South,COD,Not Returned
ef57cee8,CUST8878,2025-06-17,Comics,Books,236.49,2,472.98,North,Net Banking,Not Returned
3afdfbc1,CUST7748,2025-02-27,Biography,Books,293.97,4,1175.88,East,Credit Card,Not Returned
269f983b,CUST4737,2025-05-04,Building Blocks,Toys,407.88,4,1631.52,South,Net Banking,Not Returned
db59b2b3,CUST5005,2025-06-23,Comics,Books,329.04,2,658.08,East,Debit Card,Not Returned
1b706a92,CUST8893,2025-01-23,Laptop,Electronics,345.88,3,1037.64,East,Credit Card,Not Returned
cc635a56,CUST6908,2025-05-21,Comics,Books,357.63,4,1430.52,West,UPI,Not Returned
a92e7a2a,CUST7771,2025-07-02,Tablet,Electronics,371.62,2,743.24,North,UPI,Not Returned
3637a653,CUST7149,2025-06-13,Dress,Clothing,13.02,1,13.02,East,UPI,Not Returned
90231603,CUST7360,2024-07-24,Headphones,Electronics,144.75,1,144.75,East,COD,Not Returned
d1999b4c,CUST2410,2025-01-16,Remote Car,Toys,304.54,2,609.08,West,Net Banking,Not Returned
89f3613f,CUST6811,2024-10-01,Novel,Books,279.66,3,838.98,East,Net Banking,Returned
deb32ae1,CUST5490,2025-06-19,Biography,Books,409.38,3,1228.14,South,COD,Not Returned
f6f4a7bb,CUST5444,2025-04-26,Tablet,Electronics,83.6,4,334.4,North,Debit Card,Not Returned
6b69dcf7,CUST8550,2024-12-22,Cookware Set,Home & Kitchen,149.32,2,298.64,North,UPI,Returned
2d5d27b6,CUST6269,2025-05-24,Jacket,Clothing,137.05,4,548.2,West,Debit Card,Not Returned
6a42f306,CUST4419,2024-09-27,Headphones,Electronics,363.9,4,1455.6,West,Credit Card,Returned
c2c2875a,CUST3121,2024-10-01,Remote Car,Toys,77.21,1,77.21,West,Debit Card,Not Returned
4a1b30fb,CUST7974,2024-08-26,Textbook,Books,175.54,1,175.54,West,UPI,Not Returned
1cb32c2c,CUST5750,2024-10-02,Remote Car,Toys,270.97,5,1354.85,South,COD,Not Returned
dd01255f,CUST2219,2024-09-23,Dress,Clothing,146.29,1,146.29,South,Credit Card,Not Returned
7bc770a8,CUST6612,2025-02-27,Jeans,Clothing,446.75,1,446.75,West,Debit Card,Not Returned
a11aaf19,CUST5266,2025-01-03,Building Blocks,Toys,41.86,5,209.3,West,Credit Card,Not Returned
97c534e3,CUST4714,2024-11-12,Biography,Books,329.01,4,1316.04,East,UPI,Not Returned
82cbdb9d,CUST3850,2025-07-14,Vacuum Cleaner,Home & Kitchen,487.72,5,2438.6,West,Debit Card,Not Returned
162a0552,CUST4248,2025-03-02,Desk Lamp,Home & Kitchen,360.02,2,720.04,East,UPI,Not Returned
3a009610,CUST6055,2024-12-29,Building Blocks,Toys,185.1,5,925.5,East,Credit Card,Not Returned
fbc7bf2a,CUST2062,2024-12-22,Jeans,Clothing,60.65,3,181.95,South,Credit Card,Not Returned
446ee9d7,CUST1401,2024-11-14,Tablet,Electronics,141.16,5,705.8,West,Credit Card,Not Returned
c2afd413,CUST3543,2024-08-05,Cookware Set,Home & Kitchen,331.44,1,331.44,East,Debit Card,Not Returned
d0a25504,CUST4308,2024-11-21,Puzzle,Toys,310.62,5,1553.1,West,Debit Card,Not Returned
0f88b462,CUST1417,2024-08-25,Vacuum Cleaner,Home & Kitchen,442.52,1,442.52,North,Net Banking,Not Returned
f94f9200,CUST8715,2025-07-10,Headphones,Electronics,188.61,2,377.22,East,Debit Card,Not Returned
41c1e41d,CUST6211,2025-01-11,T-Shirt,Clothing,291.91,5,1459.55,South,COD,Returned
ed1b145e,CUST9190,2024-08-24,Remote Car,Toys,431.56,2,863.12,West,Credit Card,Not Returned
03d69137,CUST9383,2025-01-08,Novel,Books,118.13,3,354.39,South,Debit Card,Not Returned
d43ba009,CUST2161,2024-09-02,Comics,Books,180.5,2,361.0,West,COD,Not Returned
6e3e34ef,CUST1631,2025-03-05,Tablet,Electronics,44.15,2,88.3,North,Debit Card,Not Returned
35064e7c,CUST9286,2024-08-01,Biography,Books,246.0,2,492.0,South,COD,Not Returned
4ed1ce00,CUST6516,2025-03-14,Tablet,Electronics,309.48,3,928.44,West,Debit Card,Not Returned
7212a364,CUST3785,2024-12-12,Puzzle,Toys,19.84,2,39.68,East,Net Banking,Not Returned
23bc45cc,CUST3161,2024-09-21,Jacket,Clothing,390.95,5,1954.75,North,COD,Returned
5df17ccc,CUST2696,2025-07-07,Laptop,Electronics,410.39,1,410.39,South,COD,Not Returned
673d9da6,CUST2214,2025-04-04,Tablet,Electronics,76.05,2,152.1,North,Debit Card,Not Returned
2968592e,CUST8717,2024-09-17,T-Shirt,Clothing,16.94,1,16.94,North,Net Banking,Not Returned
ed2fbb21,CUST9431,2025-01-25,Cookware Set,Home & Kitchen,339.84,4,1359.36,North,Credit Card,Not Returned
613bda80,CUST4516,2025-06-26,Jeans,Clothing,218.19,3,654.57,South,UPI,Not Returned
eb6a982f,CUST8565,2024-12-22,Jeans,Clothing,433.29,4,1733.16,North,Credit Card,Not Returned
0e63711c,CUST3684,2025-05-01,Tablet,Electronics,77.69,2,155.38,East,Debit Card,Not Returned
175ca11d,CUST2653,2024-08-21,Jacket,Clothing,324.4,4,1297.6,East,COD,Not Returned
96c7885a,CUST7486,2025-03-15,Blender,Home & Kitchen,259.29,1,259.29,West,Credit Card,Not Returned
9013b9fb,CUST4972,2025-05-16,Smartphone,Electronics,201.27,1,201.27,South,Debit Card,Not Returned
3f7b042c,CUST5867,2025-03-22,Smartphone,Electronics,339.05,4,1356.2,North,UPI,Not Returned
dd7d7b68,CUST8410,2025-04-01,T-Shirt,Clothing,200.42,2,400.84,North,Credit Card,Not Returned
d0b25213,CUST7810,2025-04-19,Jacket,Clothing,423.0,1,423.0,South,Debit Card,Returned
ed20d62a,CUST9507,2024-09-30,Textbook,Books,433.84,5,2169.2,North,UPI,Not Returned
d9f569cc,CUST8553,2025-03-05,Jacket,Clothing,297.55,3,892.65,West,Credit Card,Not Returned
59c95a4c,CUST2667,2025-06-10,Remote Car,Toys,314.45,2,628.9,North,UPI,Not Returned
6e16e611,CUST6172,2024-09-01,Tablet,Electronics,127.96,3,383.88,North,Debit Card,Returned
aa4b9d59,CUST4537,2024-12-25,Smartphone,Electronics,492.1,2,984.2,North,Credit Card,Not Returned
60b6eee8,CUST7480,2025-01-12,T-Shirt,Clothing,246.68,2,493.36,South,UPI,Not Returned
753d676f,CUST1156,2025-06-18,Textbook,Books,365.6,2,731.2,South,UPI,Not Returned
7b810b78,CUST6611,2024-12-22,Cookware Set,Home & Kitchen,73.25,5,366.25,East,UPI,Not Returned
7da8df65,CUST2999,2025-05-02,Doll,Toys,421.58,1,421.58,North,Net Banking,Not Returned
dce62cdc,CUST1633,2025-04-06,Novel,Books,122.65,5,613.25,East,UPI,Not Returned
3a54c8c6,CUST4459,2024-07-18,Remote Car,Toys,88.07,4,352.28,East,COD,Not Returned
2379d238,CUST9064,2025-06-02,Headphones,Electronics,449.72,3,1349.16,South,UPI,Not Returned
252eac4f,CUST4953,2024-07-15,Comics,Books,77.25,1,77.25,South,Credit Card,Not Returned
29d51576,CUST9041,2024-08-14,Jacket,Clothing,32.09,5,160.45,South,Debit Card,Not Returned
96d28e43,CUST2515,2025-03-15,Smartphone,Electronics,312.23,4,1248.92,West,COD,Not Returned
7668cd29,CUST2160,2025-05-05,Jacket,Clothing,166.64,1,166.64,North,Credit Card,Not Returned
ca851718,CUST5844,2025-02-04,Remote Car,Toys,403.4,2,806.8,North,COD,Not Returned
1690a42a,CUST7870,2024-12-20,Desk Lamp,Home & Kitchen,319.28,3,957.84,East,Net Banking,Not Returned
76c731dc,CUST5310,2025-05-11,Textbook,Books,427.32,3,1281.96,North,Credit Card,Not Returned
17abda0c,CUST8882,2025-03-29,Jeans,Clothing,472.69,1,472.69,South,Net Banking,Not Returned
73af311b,CUST3320,2025-06-24,Cookware Set,Home & Kitchen,293.33,4,1173.32,West,Credit Card,Not Returned
9253315e,CUST7945,2024-09-22,Biography,Books,414.18,3,1242.54,West,Net Banking,Not Returned
65956851,CUST2802,2025-01-28,Building Blocks,Toys,74.51,3,223.53,North,COD,Not Returned
05af038f,CUST5093,2024-09-24,Puzzle,Toys,97.41,4,389.64,East,Debit Card,Returned
d019944c,CUST5839,2025-01-13,Novel,Books,80.57,2,161.14,East,COD,Not Returned
9116589a,CUST2154,2024-08-18,Blender,Home & Kitchen,33.31,1,33.31,North,Net Banking,Not Returned
a67931ee,CUST9975,2025-01-17,Biography,Books,353.99,1,353.99,North,Credit Card,Not Returned
fd4195cc,CUST6614,2024-10-27,Smartphone,Electronics,499.69,3,1499.07,West,Debit Card,Not Returned
762d35d8,CUST1627,2025-01-29,T-Shirt,Clothing,349.58,4,1398.32,South,Net Banking,Not Returned
9e3a1ab4,CUST2336,2024-09-07,Desk Lamp,Home & Kitchen,397.3,2,794.6,North,UPI,Not Returned
82b260ba,CUST6397,2024-11-13,Biography,Books,425.06,5,2125.3,South,Credit Card,Not Returned
9eec6a1a,CUST3974,2025-01-29,Comics,Books,456.36,4,1825.44,West,Net Banking,Not Returned
2a19a313,CUST3293,2025-05-11,Blender,Home & Kitchen,395.6,1,395.6,East,UPI,Not Returned
354c9286,CUST3142,2024-12-19,Novel,Books,290.74,5,1453.7,West,COD,Not Returned
2253f9da,CUST8099,2025-05-27,Smartphone,Electronics,367.93,2,735.86,West,Debit Card,Not Returned
50f4e0c2,CUST9718,2025-05-12,Puzzle,Toys,181.2,3,543.6,North,COD,Not Returned
c160d275,CUST1633,2025-02-14,Smartphone,Electronics,208.96,4,835.84,West,Debit Card,Not Returned
5c067ca9,CUST9040,2025-06-03,Tablet,Electronics,57.97,4,231.88,West,Net Banking,Not Returned
1bd42a6a,CUST7230,2025-03-22,Novel,Books,395.67,1,395.67,West,COD,Not Returned
3e6f9d99,CUST5247,2024-07-26,Tablet,Electronics,317.21,5,1586.05,West,UPI,Not Returned
3d4650a5,CUST5313,2024-08-11,Dress,Clothing,491.42,2,982.84,North,Debit Card,Not Returned
a3474b55,CUST7952,2025-04-10,Remote Car,Toys,195.46,1,195.46,North,Net Banking,Not Returned
61d877e8,CUST1758,2025-02-17,Headphones,Electronics,198.9,3,596.7,South,Debit Card,Not Returned
f6748217,CUST3783,2024-08-05,Novel,Books,443.25,5,2216.25,South,Net Banking,Not Returned
d6c54516,CUST7259,2025-04-04,Headphones,Electronics,151.62,2,303.24,South,Debit Card,Not Returned
9849c054,CUST1655,2025-04-30,Jeans,Clothing,94.2,4,376.8,West,Net Banking,Not Returned
6a5cea04,CUST1828,2025-04-02,T-Shirt,Clothing,473.28,2,946.56,West,Debit Card,Not Returned
a210f87d,CUST6128,2025-03-24,Textbook,Books,110.97,1,110.97,North,COD,Not Returned
0e086abb,CUST3430,2025-04-12,Tablet,Electronics,66.99,1,66.99,West,Debit Card,Not Returned
ff12dfa0,CUST2642,2025-06-27,Jeans,Clothing,345.1,4,1380.4,East,Credit Card,Not Returned
48dd0db5,CUST1900,2024-10-19,Textbook,Books,407.45,3,1222.35,East,COD,Not Returned
0cfd8fa2,CUST6770,2024-08-20,Novel,Books,118.46,4,473.84,West,Net Banking,Not Returned
369e9ea3,CUST7825,2024-08-23,Cookware Set,Home & Kitchen,407.26,2,814.52,South,UPI,Not Returned
e92b61c4,CUST9904,2025-07-05,Headphones,Electronics,358.82,3,1076.46,North,Net Banking,Not Returned
cd1a67e3,CUST4335,2024-10-09,Comics,Books,257.95,3,773.85,West,Credit Card,Returned
ac1e14ef,CUST2201,2025-06-13,Smartphone,Electronics,486.33,4,1945.32,West,Credit Card,Not Returned
7c6472c3,CUST2834,2024-08-29,Blender,Home & Kitchen,458.67,1,458.67,West,Debit Card,Returned
69834778,CUST2943,2025-03-04,Comics,Books,25.2,4,100.8,West,Net Banking,Not Returned
3919ddbe,CUST9936,2024-12-19,Building Blocks,Toys,239.3,3,717.9,West,Net Banking,Not Returned
5b665c61,CUST5074,2024-10-12,Tablet,Electronics,202.89,2,405.78,West,Net Banking,Returned
922b41c0,CUST7827,2025-04-12,Comics,Books,171.65,5,858.25,South,Debit Card,Not Returned
99824cb5,CUST3486,2025-05-01,Puzzle,Toys,231.88,5,1159.4,North,Credit Card,Not Returned
51fac43b,CUST8482,2025-03-15,Laptop,Electronics,171.85,3,515.55,North,UPI,Returned
93444e92,CUST8872,2024-09-01,Comics,Books,131.99,4,527.96,South,UPI,Not Returned
a20751b9,CUST1570,2025-01-20,Comics,Books,146.99,2,293.98,East,UPI,Not Returned
af6eb6c2,CUST7623,2024-08-27,Blender,Home & Kitchen,476.58,3,1429.74,East,COD,Not Returned
08c66999,CUST4541,2025-04-19,Puzzle,Toys,493.36,1,493.36,West,UPI,Returned
88b3d239,CUST4108,2025-02-03,Biography,Books,495.04,1,495.04,West,UPI,Not Returned
19bab620,CUST5642,2024-10-07,Jacket,Clothing,376.31,1,376.31,West,Credit Card,Not Returned
b314bab9,CUST2019,2025-05-26,Dress,Clothing,115.64,1,115.64,West,Net Banking,Not Returned
17dbf411,CUST6228,2025-05-10,Novel,Books,436.18,1,436.18,West,Debit Card,Not Returned
de785d07,CUST5789,2025-05-10,Cookware Set,Home & Kitchen,278.71,3,836.13,North,Net Banking,Not Returned
5d648519,CUST9802,2025-03-24,Blender,Home & Kitchen,153.78,2,307.56,North,Net Banking,Not Returned
4b217d52,CUST8473,2024-09-08,Remote Car,Toys,273.36,1,273.36,South,UPI,Not Returned
cfaf3a92,CUST1389,2025-02-27,Desk Lamp,Home & Kitchen,132.86,1,132.86,East,COD,Returned
2496a48d,CUST8996,2025-07-03,T-Shirt,Clothing,335.5,1,335.5,North,COD,Not Returned
6ef4ed21,CUST3817,2025-01-16,Dress,Clothing,416.23,2,832.46,South,Net Banking,Not Returned
732cd845,CUST6171,2025-06-18,Desk Lamp,Home & Kitchen,414.47,4,1657.88,South,Credit Card,Not Returned
b8a432c3,CUST5369,2025-02-08,Comics,Books,360.08,3,1080.24,South,Credit Card,Not Returned
e3f2615e,CUST6351,2025-01-24,Dress,Clothing,208.09,5,1040.45,West,Credit Card,Not Returned
85ceb38f,CUST2314,2024-10-30,Puzzle,Toys,112.41,3,337.23,East,Debit Card,Not Returned
cfd7bab3,CUST3343,2025-06-26,Comics,Books,373.23,2,746.46,West,UPI,Not Returned
27c715bf,CUST6927,2024-09-16,Comics,Books,128.67,4,514.68,East,Credit Card,Not Returned
c38bb046,CUST9295,2025-02-04,Doll,Toys,274.43,3,823.29,North,UPI,Not Returned
00c39515,CUST1872,2025-03-02,Smartphone,Electronics,356.39,5,1781.95,West,COD,Returned
90d51a75,CUST5610,2025-02-08,Building Blocks,Toys,81.64,1,81.64,North,UPI,Not Returned
5de13162,CUST7557,2024-10-15,Vacuum Cleaner,Home & Kitchen,454.27,4,1817.08,North,UPI,Returned
